index;lvl;lvl req;*type;prop1;par1;min1;max1;prop2;par2;min2;max2;prop3;par3;min3;max3;prop4;par4;min4;max4;prop5;par5;min5;max5;prop6;par6;min6;max6;prop7;par7;min7;max7;prop8;par8;min8;max8;prop9;par9;min9;max9;prop10;par10;min10;max10;prop11;par11;min11;max11;prop12;par12;min12;max12
Huntress Wraps;73;76;Amazonian Girdle;Armor Class %;;100;100;dmg;;5;25;Reduce Dmg;;15;15;Hit Recovery %;;25;25;Dmg % to Undead;;15;25;Dmg % to Demons;;15;25;Dexterity;;30;30;Sockets;;1;2;;;;;;;;;;;;;;;;
Torturestring;74;72;Demonskin Belt;Armor Class %;;50;70;Other Skill;137;1;1;Thorns;;150;300;bloody;;1;1;Cast Speed %;;10;10;All Resists;;15;25;regen-mana;;5;8;Reduce Dmg;;5;7;Sockets;;1;2;;;;;;;;;;;;
Sentinel Cord;74;74;Viperskin Belt;Armor Class %;;70;90;Other Skill;257;5;20;Faster Movement %;;15;15;Hit Recovery %;;15;15;dmg;;15;75;Hitpoints;;25;35;Mana per Kill;;2;4;Sockets;;1;2;;;;;;;;;;;;;;;;
Angelic Vigor;76;79;Ordos Buckle;Armor Class %;;100;120;Other Skill;115;1;1;dmg-ltng;;11;377;res-ltng;;35;50;Lightning Thorns;;9;171;Strength;;15;15;Dexterity;;10;15;Sockets;;1;2;;;;;;;;;;;;;;;;
Triple Plated Buckle;75;79;Warforged Buckle;Armor Class %;;175;250;Armor Class;;50;75;all-stats;;10;10;Strength;;10;15;Gold Find %;;100;100;res-all-max;;5;5;Hitpoints;;60;60;regen-mana;;4;6;Sockets;;1;2;;;;;;;;;;;;
Bloodlords Call;76;76;Cursed Visage;Armor Class %;;100;120;Sockets;;1;2;Other Skill;85;1;2;Replenish Life;;25;35;Lifesteal;;10;15;wounds/lvl;2;;;;;;;;;;;;;;;;;;;;;;;;;;
Crowning Nest;76;68;Skull Guard;Armor Class %;;120;140;Other Skill;116;1;1;All Resists;;25;25;res-all-max;;10;10;red-mag;;15;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Deathbarrier;71;69;Viperfang Barrier;Armor Class %;;140;160;Other Skill;277;1;5;dmg-pois;;350;700;Thorns;;75;125;Charges;95;100;10;Mana per Kill;;2;4;;;;;;;;;;;;;;;;;;;;;;;;
Hellhowl;77;71;Fullmoon Visor;Armor Class %;;100;120;Class Skill;224;5;10;Druid Skills;;2;2;Class Skill Tab;16;2;4;Hit-Skill;52;5;20;pierce-fire;;5;15;Attack Speed %;;40;40;Damage %;;15;15;;;;;;;;;;;;;;;;
Stormvisor;76;69;Druid Helm;Armor Class %;;100;120;Class Skill;250;3;5;Druid Skills;;1;2;Class Skill Tab;17;2;4;Gethit-Skill;235;15;15;block;;15;15;block2;;20;20;mag%/lvl;8;;;regen-mana;;4;6;;;;;;;;;;;;
Frenzypack Howl;79;82;Direwolf Helm;Armor Class %;;100;120;Class Skill;237;5;10;Druid Skills;;2;3;Class Skill Tab;15;1;3;Hitpoint % Increase;;5;10;Other Skill;122;1;1;Vitality;;20;25;Mana per Kill;;2;4;;;;;;;;;;;;;;;;
Talic`s Curse Visor;66;58;Harrogath Visor;Armor Class %;;100;120;dmg-fire;;150;300;Class Skill;151;5;10;pierce-fire;;5;10;abs-fire%;;5;8;Class Skill Tab;12;1;3;block;;15;15;block1;;15;15;Replenish Life;;15;20;;;;;;;;;;;;
Invincible;79;73;Demon Visor;Armor Class %;;70;90;Gethit-Skill;72;10;5;Reduce Dmg %;;5;15;str/lvl;5;;;dex/lvl;5;;;Dmg % to Demons;;100;225;Dmg % to Undead;;100;225;Mana per Kill;;4;6;;;;;;;;;;;;;;;;
Arminius`s Command;79;79;Warfare Crown;Barbarian Skills;;2;2;Class Skill;153;1;3;Class Skill;148;1;3;Armor Class %;;200;250;Strength;;30;50;red-mag;;10;15;All Resists;;25;35;Hit Recovery %;;25;25;vit/lvl;3;;;wounds/lvl;;2;;;;;;;;;
Guardstrike;70;67;Ordos Defender;Paladin Skills;;1;2;Replenish Life;;10;15;Lifesteal;;5;8;Hitpoints;;125;150;Strength;;15;25;All Resists;;25;25;deadly/lvl;3;;;;;;;;;;;;;;;;;;;;;;
Ironflex;78;74;Lightforged Guard;All Skills;;1;2;Other Skill;90;1;1;Thorns;;50;75;Armor Class;;25;75;ac%/lvl;5;;;All Resists;;15;25;regen-mana;;4;6;;;;;;;;;;;;;;;;;;;;
Heavens Tower;79;77;Seclorum Guard;Armor Class %;;160;180;Gethit-Skill;112;5;15;Armor Class;;125;150;Hit Recovery %;;25;25;Cast Speed %;;20;20;Class Skill;112;1;7;;;;;;;;;;;;;;;;;;;;;;;;
Demonhorde;67;62;Balrog Skull;Armor Class %;;100;120;Class Skill;95;5;10;enr/lvl;4;;;vit/lvl;4;;;Other Skill;99;1;1;Mana per Kill;;4;6;;;;;;;;;;;;;;;;;;;;;;;;
Cursehollow;78;73;Zakarum Skull;Armor Class %;;100;120;Other Skill;82;1;1;Necro Skills;;1;3;Class Skill;69;3;6;mag%/lvl;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Flamedread;79;76;Cursed Demon Skull;Armor Class %;;100;120;Class Skill;94;5;10;Other Skill;102;1;1;Necro Skills;;1;1;Other Skill;52;1;5;Mana per Kill;;4;6;;;;;;;;;;;;;;;;;;;;;;;;
Mancertalon;61;57;Viper Talon;Damage %;;300;350;Hit-Skill;83;5;13;dmg-pois;;224;448;pierce-pois;;3;5;Attack Speed %;;20;20;Lifesteal;;4;6;Dexterity;;10;20;;;;;;;;;;;;;;;;;;;;
Crushclaw;71;68;Warfare Cestus;Damage %;;300;350;Crushing Blow;;15;15;dmg-norm;;15;25;dex/lvl;5;;;Hit Recovery %;;15;15;Assassin Skills;;1;2;Class Skill;252;3;5;;;;;;;;;;;;;;;;;;;;
Lycanstrike;78;75;Wolverine Claw;Damage %;;325;375;Other Skill;223;2;4;Other Skill;224;1;2;Other Skill;232;1;2;Attack Speed %;;30;30;Hitpoint % Increase;;3;5;deadly/lvl;3;;;regen-mana;;4;6;;;;;;;;;;;;;;;;
Mutliators;79;81;Flay Scissors;Damage %;;350;400;Other Skill;133;1;1;All Skills;;1;2;Faster Movement %;;20;20;Armor vs Melee;;125;125;att%/lvl;16;;;Openwounds;;15;15;;;;;;;;;;;;;;;;;;;;
Enchanted Cleaver;56;51;Balanced Tomahawk;Damage %;;250;300;Hit-Skill;52;3;15;res-fire;;25;35;dmg-fire;;75;195;dmg-und/lvl;20;;;Attack Bonus %;;10;15;;Attack Speed %;10;10;;;;;;;;;;;;;;;;;;;;
Quick Bolter;63;57;Balanced Crescent;Damage %;;250;300;Attack Speed %;;25;25;Hit-Skill;101;15;21;Replenish Life;;10;10;Strength;;15;20;Life per Kill;;10;15;;;;;;;;;;;;;;;;;;;;;;;;
Scarab Cleaver;73;66;Vicious Ettin Axe;Damage %;;275;325;dmg-cold;;48;124;Hit-Skill;55;5;10;Mana per Kill;;5;8;pierce-cold;;3;5;Sockets;;1;3;;;;;;;;;;;;;;;;;;;;;;;;
Manathief;77;73;Council War Spike;Damage %;;125;150;Other Skill;241;1;5;Manasteal;;15;25;block;;10;10;block1;;10;10;All Skills;;2;2;;;;;;;;;;;;;;;;;;;;;;;;
Thundering Giant Hunter;78;79;Frenzy Axe;Damage %;;225;350;dmg-max;;35;75;dmg-ltng;;1;333;Attack Speed %;;30;30;Deadly Strike;;15;15;Hit-Skill;Static Field;3;1;Mana per Kill;;3;4;;;;;;;;;;;;;;;;;;;;
Valkyr Cleaver;67;62;Mithril Edged Axe;Damage %;;300;375;Hit-Skill;32;5;17;Attack Speed %;;25;25;dmg-ac;;-50;-50;Reduce Dmg;;5;15;Blind Target;;2;2;;;;;;;;;;;;;;;;;;;;;;;;
Executioner;76;69;Sharpened Decapitator;Damage %;;300;375;Ignore Armor;;1;1;Hit Recovery %;;15;15;Crushing Blow;;15;15;Deadly Strike;;15;15;rip;;1;1;dmg;;20;50;;;;;;;;;;;;;;;;;;;;
Magus;79;77;Venerator Axe;Damage %;;300;400;All Resists;;15;25;dmg-mag;;35;75;Attack Speed %;;20;20;Manasteal;;4;8;Attack Rating;;100;200;Strength;;15;20;;;;;;;;;;;;;;;;;;;;
Dreadnought;79;79;Raging Venerator Axe;Damage %;;300;400;Armor Class;;45;90;Hitpoint % Increase;;5;10;Armor vs Melee;;50;75;Attack Speed %;;25;25;Reduce Dmg %;;3;5;Strength;;25;35;Dexterity;;10;15;;;;;;;;;;;;;;;;
Magi La Ra;57;52;Arcanist Stick;Damage %;;50;80;All Skills;;2;3;Cast Speed %;;40;40;Mana %;;5;10;Gethit-Skill;17;5;7;Vitality;;15;15;Armor vs Missile;;45;45;;;;;;;;;;;;;;;;;;;;
Ghost;67;61;Spiriting Shard;Damage %;;60;90;Gethit-Skill;267;1;5;nofreeze;;1;1;All Skills;;1;3;dmg-to-mana;;15;15;howl;;75;75;;;;;;;;;;;;;;;;;;;;;;;;
Spine Wraith;78;71;Ceremonial Caster;Damage %;;60;90;Gethit-Skill;68;10;15;Class Skill;84;2;6;Class Skill;88;2;6;Class Skill;85;2;6;Class Skill;77;1;3;Mana Points;;30;40;Cast Speed %;;25;25;;;;;;;;;;;;;;;;
Undeads Command;87;81;Dark Summoner Wand;Damage %;;70;110;Class Skill;89;2;6;Class Skill;95;2;6;Class Skill Tab;8;2;4;hp/lvl;12;;;Mana Points;;40;40;Other Skill;155;1;1;;;;;;;;;;;;;;;;;;;;
Frozen Limb;54;47;Woodfist Club;Damage %;;275;325;Hit-Skill;45;4;18;Hit-Skill;55;4;9;half-freeze;;1;1;Attack Speed %;;20;20;Strength;;15;20;Vitality;;5;10;Mana per Kill;;3;4;;;;;;;;;;;;;;;;
Light`s Crusader;64;56;Blessed Scepter;Damage %;;300;350;Paladin Skills;;1;3;Hit-Skill;101;10;19;Dmg % to Demons;;100;100;Attack Speed %;;30;30;Strength;;10;20;Hit-Skill;121;5;13;Vitality;;10;10;Replenish Life;;10;10;;;;;;;;;;;;
Death`s Seal;79;70;Seraphim Rasper;Damage %;;300;350;Paladin Skills;;2;3;deadly/lvl;2;;;Attack Speed %;;25;25;aura;98;1;3;Extra Durability;;25;25;rip;;1;1;Life per Kill;;5;10;Mana per Kill;;3;4;;;;;;;;;;;;
Violent Amendment;79;79;Zakarum Scepter;Damage %;;325;375;Paladin Skills;;2;4;Attack Speed %;;20;20;dmg%/lvl;10;;;Strength;;25;25;Dexterity;;15;15;Lifesteal;;4;8;reduce-ac;;15;15;Gethit-Skill;66;1;1;;;;;;;;;;;;
Blood Thorn;59;51;Mithril Barb Club;Damage %;;275;350;All Skills;;1;1;Openwounds;;20;20;Thorns;;100;100;Lifesteal;;5;8;bloody;;1;1;Hitpoints;;25;35;Attack Speed %;;20;20;Strength;;15;15;;;;;;;;;;;;
Unbreakable;65;58;Diamond Edged Mace;Damage %;;300;375;Slow Target %;;15;15;Strength;;10;20;dmg/lvl;2;;;ethereal;;1;1;Indestructable;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
Shredder;73;66;Zakarum Mace;Damage %;;300;350;reduce-ac;;15;15;Attack Bonus %;;125;125;Prevent Heal;;1;1;dmg-ac;;-15;-15;Lifesteal;;4;6;Strength;;10;15;regen-mana;;3;5;;;;;;;;;;;;;;;;
Blood Drinker;79;72;Vengful Flail;Damage %;;300;375;Attack Speed %;;25;25;Hit-Skill;82;2;3;Hitpoints;;40;60;Dexterity;;10;10;str/lvl;4;;;Dmg % to Demons;;50;50;;;;;;;;;;;;;;;;;;;;
Bone Grinder;82;77;Bonebreaker Mallet;Damage %;;325;350;Attack Speed %;;20;20;crush/lvl;4;;;dmg-ac;;-35;-35;Extra Durability;;15;15;stamdrain;;10;10;Magic Find %;;25;50;Mana per Kill;;3;4;;;;;;;;;;;;;;;;
Schaefer's Thunder;72;67;Giant Ogre Maul;Strength;;15;25;Hit-Skill;42;20;10;Hitpoints;;50;50;att/lvl;16;;;res-ltng;;75;75;Attack Speed %;;20;20;dmg/lvl;24;;;Indestructable;;1;1;Damage %;;120;160;Light Radius;;1;1;dmg-ltng;;75;375;;;;
Thunderstomp;79;78;Mithril Bound Maul;Damage %;;275;350;Hit-Skill;48;10;23;Hit-Skill;38;10;15;Hit-Skill;53;10;17;dmg-ltng;;1;511;pierce-ltng;;5;10;Strength;;15;15;Dexterity;;15;15;;;;;;;;;;;;;;;;
Direfang;58;51;Mithril Short Sword;Damage %;;300;400;Druid Skills;;1;3;Class Skill;232;1;3;Class Skill;248;1;3;Class Skill Tab;16;1;2;Lifesteal;;3;6;deadly/lvl;3;;;regen-mana;;3;5;;;;;;;;;;;;;;;;
Shifting Winds;63;54;Lut Gholein Scimitar;Damage %;;300;350;Gethit-Skill;54;2;1;Hit-Skill;245;2;14;Hit-Skill;240;2;16;Attack Speed %;;30;30;Dexterity;;15;15;Strength;;5;15;Hit Recovery %;;15;15;Faster Movement %;;10;10;;;;;;;;;;;;
Pirates Dueler;65;56;Angel Cutter;Damage %;;300;350;Attack Speed %;;30;30;Hit-Skill;278;2;22;dmg-pois;200;224;672;Hit Recovery %;;10;10;Dexterity;;15;15;Faster Movement %;;10;10;Openwounds;;10;10;Mana per Kill;;3;4;;;;;;;;;;;;
Gladiator;72;67;Plate Cleaver;Damage %;;300;350;Attack Speed %;;20;20;Hit Recovery %;;20;20;Reduce Dmg %;;3;5;Armor vs Melee;;50;50;Armor vs Missile;;50;50;Hitpoint % Increase;;2;3;Strength;;15;15;dmg-max;;15;25;;;;;;;;;;;;
Nemesis;76;69;Archon Edge Blade;Other Skill;113;1;1;Ignore Armor;;1;1;Attack Speed %;;50;50;Damage %;;300;350;dmg-norm;;35;70;Sockets;;6;6;dmg/lvl;2;;;Mana per Kill;;3;4;;;;;;;;;;;;;;;;
Concentrator;77;73;Brawler Blade;Damage %;;300;375;Hit-Skill;72;3;5;Attack Speed %;;35;35;Attack Bonus %;;25;25;dmg-min;;15;15;dmg-max;;35;35;;;;;;;;;;;;;;;;;;;;;;;;
Hellfire Hexer;78;75;Mithril Long Sword;Damage %;;300;350;aura;102;5;8;kill-skill;52;10;15;Gethit-Skill;91;5;10;Hit-Skill;225;5;22;pierce-fire;;5;8;Strength;;10;10;Dexterity;;10;10;dmg-fire;;35;97;;;;;;;;;;;;
Frostfire Hexer;79;77;Zakarum Blade;Damage %;;300;350;aura;114;5;8;Hit-Skill;64;10;15;Gethit-Skill;59;5;10;Hit-Skill;59;5;16;pierce-cold;;5;8;Strength;;10;10;Dexterity;;10;10;dmg-cold;;42;84;;;;;;;;;;;;
Kolgrath`s Charger;61;56;Harrogath Blade;Damage %;;300;350;Other Skill;107;1;3;Attack Speed %;;20;20;Hit Recovery %;;20;20;Strength;;15;15;dmg-max;;25;25;Faster Movement %;;15;15;Ignore Armor;;1;1;regen-mana;;3;5;;;;;;;;;;;;
Dualedge Hack;68;63;Reinforced Blade;Damage %;;300;350;Crushing Blow;;10;10;Deadly Strike;;10;10;Openwounds;;10;10;att-demon;;125;125;att-undead;;125;125;Dmg % to Demons;;125;125;Dmg % to Undead;;125;125;Strength;;10;10;Dexterity;;10;10;;;;;;;;
Fractalspike Blade;74;69;Ogre Blade;Damage %;;300;400;Ignore Armor;;1;1;dmg/lvl;10;;;Attack Speed %;;45;45;dmg-min;;25;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Qual-Kehk`s Cleaver;76;75;Kurast Edge;Damage %;;275;375;Sockets;;2;3;All Resists;;35;35;Armor vs Melee;;225;225;Dexterity;;25;35;Prevent Heal;;1;1;Strength;;25;35;Replenish Life;;15;15;vit/lvl;2;10;35;Barbarian Skills;;2;3;;;;;;;;
Equilibrium;77;78;Barbarians Edge;Damage %;;300;375;Hit Recovery %;;30;30;Reduce Dmg %;;5;5;str/lvl;6;;;deadly/lvl;1;;;Gethit-Skill;17;5;5;Armor vs Missile;;125;125;Mana per Kill;;3;4;;;;;;;;;;;;;;;;
Barbarian`s Might;79;79;Warforged Blade;Damage %;;325;400;aura;98;1;1;Strength;;25;50;Reduce Dmg %;;10;15;Dmg % to Demons;;50;75;Dmg % to Undead;;50;75;Attack Rating;;100;150;dmg;;75;100;dmg-mag;;150;300;crush/lvl;3;;;;;;;;;;
Warriorspike;60;55;Demon Bone Knife;Damage %;;300;350;dmg-to-mana;;10;10;Reduce Dmg;;5;8;all-stats;;10;15;Hitpoint % Increase;;10;10;Replenish Life;;25;25;Indestructable;;1;1;;;;;;;;;;;;;;;;;;;;
Toxincarrier;73;68;Deep Carver Point;Damage %;;300;350;Assassin Skills;;2;3;Class Skill;278;2;3;Class Skill;258;2;3;dmg-pois;300;124;496;Faster Movement %;;20;20;Mana per Kill;;4;6;;;;;;;;;;;;;;;;;;;;
Cutthroat;79;80;Serated Dagger;Damage %;;140;180;Reduce Prices;;5;10;Extra XP;;5;5;All Skills;;2;2;Gold Find %;;40;80;Magic Find %;;30;60;Sockets;;1;2;;;;;;;;;;;;;;;;;;;;
Demon Heartdweller;78;81;Council Spike;Damage %;;275;375;Dmg % to Demons;;350;350;att-demon;;250;250;demon-heal;;15;25;Prevent Heal;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Armorshredders;66;60;Mithril Piercer;Damage %;;300;350;reduce-ac;;35;35;deadly/lvl;2;;;dmg-norm;;25;35;Strength;;10;20;Dexterity;;10;15;dmg-mag;;115;575;Class Skill;135;2;3;Crushing Blow;;5;5;Attack Speed %;;30;30;rep-quant;30;;;stack;;45;45
Totemic Flyers;58;54;Balanced Mithril Piercer;Damage %;;300;375;Hit-Skill;49;5;19;pierce-ltng;;5;8;Faster Movement %;;20;20;dmg-ltng;;21;751;Attack Speed %;;20;20;Hit-Skill;48;5;21;rep-quant;25;;;stack;;35;35;Mana per Kill;;4;6;;;;;;;;
Viciousevers;77;74;Zakarum Piercer;Damage %;;300;400;Ignore Armor;;1;1;deadly/lvl;4;;;dmg%/lvl;6;;;Strength;;15;30;Dexterity;;10;20;dmg-fire;;235;655;Class Skill;135;1;5;Openwounds;;15;15;Attack Speed %;;25;25;rep-quant;30;;;stack;;45;45
Flying Decapitator;79;77;Ogre Casting Axe;Damage %;;300;350;Attack Speed %;;15;15;dmg;;75;75;all-stats;;15;15;Crushing Blow;;15;15;rep-quant;20;;;;;;;;;;;;;;;;;;;;;;;;;;
Headhunters;56;50;Mithril Tip Javelin;Damage %;;275;350;Attack Speed %;;25;25;stam/lvl;2;;;Strength;;10;10;Dexterity;;30;30;dmg-pois;125;264;588;extra-pois;;8;10;Hit-Skill;92;5;18;Mana per Kill;;4;6;;;;;;;;;;;;
Hellheart Piercers;64;58;Demon Hook Pilum;Damage %;;275;350;Attack Speed %;;20;20;Dmg % to Demons;;200;200;all-stats;;5;5;Strength;;5;5;Dexterity;;10;10;dmg-mag;;190;570;att-demon;;125;125;pierce;;1;1;;;;;;;;;;;;
Zombiehusk Piercers;74;68;Diamon Tip Spear;Damage %;;275;350;Attack Speed %;;20;20;Dmg % to Undead;;200;200;all-stats;;5;5;Strength;;5;5;Dexterity;;10;10;dmg-fire;;279;591;att-undead;;125;125;pierce;;1;1;;;;;;;;;;;;
Phaseimbalance;78;74;Zakarum Glaive;Damage %;;250;375;Attack Speed %;;15;15;All Skills;;2;2;all-stats;;15;15;rep-quant;20;;;stack;;50;50;ethereal;;1;1;Hit-Skill;66;5;5;regen-mana;;3;5;;;;;;;;;;;;
Elementius;60;54;Ethereal Spear;Damage %;;275;375;Attack Speed %;;20;20;dmg-fire;;239;395;dmg-cold;;212;424;dmg-ltng;;9;435;All Resists;;45;45;Hit-Skill;91;10;10;all-stats;;5;15;;;;;;;;;;;;;;;;
Flaming Trident;68;58;Demon Fork;Damage %;;300;350;Attack Speed %;;20;20;dmg-fire;;235;475;Hit-Skill;62;5;23;res-fire;;55;55;pierce-fire;;5;8;Mana per Kill;;4;6;;;;;;;;;;;;;;;;;;;;
Berserkers Impaler;77;72;Violent Impaler;Damage %;;300;375;Other Skill;152;1;5;Hitpoints;;125;175;Reduce Dmg %;;3;5;Life per Kill;;15;20;Attack Speed %;;25;25;Strength;;15;25;dmg-mag;;45;75;;;;;;;;;;;;;;;;
Ravagers Crypt;87;80;Amazonian Striker;Damage %;;325;375;Hit-Skill;87;15;10;Attack Speed %;;35;35;crush/lvl;4;;;Vitality;;20;25;Strength;;25;25;Dexterity;;25;25;Replenish Life;;25;35;;;;;;;;;;;;;;;;
Stormaxe;62;56;Giant Ogre Axe;Damage %;;300;375;Attack Speed %;;15;15;Hit-Skill;53;5;22;kill-skill;53;5;12;pierce-ltng;;7;12;Sockets;;1;3;Prevent Heal;;1;1;Armor Class;;50;100;Slow Target %;;15;15;regen-mana;;3;5;;;;;;;;
Sewerscalper;66;60;Lut Gholein Voulge;Damage %;;300;375;Attack Speed %;;20;20;Hit-Skill;56;6;19;dmg-und/lvl;13;;;All Skills;;1;2;att-und/lvl;9;;;rip;;1;1;Life per Kill;;20;25;Dexterity;;10;10;Strength;;10;10;;;;;;;;
Dracul`s Reaper;78;73;Reaping Thresher;Damage %;;325;400;Attack Speed %;;45;45;Hit-Skill;82;3;7;all-stats;;15;20;att%/lvl;2;;;dmg%/lvl;5;;;Hit Recovery %;;20;20;Replenish Life;;15;25;Strength;;10;10;;;;;;;;;;;;
Dreadfoe;79;76;Warforged Axe;Damage %;;300;375;Attack Speed %;;25;25;kill-skill;87;8;12;crush/lvl;2;;;dmg/lvl;11;;;Sockets;;2;3;dmg-min;;5;15;Hitpoint % Increase;;3;5;Lifesteal;;2;4;Slow Target %;;10;10;Strength;;10;20;;;;
Kurastkiller;78;74;Zakarum Halberd;Damage %;;300;375;Attack Speed %;;30;30;Hit-Skill;66;2;3;reduce-ac;;15;15;Slow Target %;;10;10;Dexterity;;10;10;Strength;;15;25;Knockback;;1;1;Life per Kill;;5;10;Lifesteal;;3;3;Hit Recovery %;;15;15;;;;
Necromus;76;72;Endless Reaper;Damage %;;300;400;Attack Speed %;;35;35;Hit-Skill;72;7;12;Other Skill;106;2;4;Necro Skills;;2;4;Armor Class;;550;750;Reduce Dmg %;;5;7;Lifesteal;;5;7;Hit Recovery %;;45;45;Mana per Kill;;4;6;;;;;;;;
The Cube;60;54;Horadrim Staff;Damage %;;140;180;All Skills;;4;4;Cast Speed %;;40;40;All Resists;;40;40;Reduce Dmg %;;4;4;Armor Class %;;40;40;Vitality;;40;40;Energy;;40;40;Hit Recovery %;;40;40;;;;;;;;;;;;
Force Staff;68;62;Arcanite Stick;Damage %;;325;375;Attack Speed %;;60;60;Hit Recovery %;;60;60;dmg-cold;;214;428;dmg-fire;;175;351;dmg-ltng;;1;399;dmg-mag;;120;410;all-stats;;15;25;Knockback;;1;1;Hit-Skill;42;1;10;;;;;;;;
Serpentis;77;71;Zakarum Staff;Damage %;;275;375;Attack Speed %;;40;40;Hit-Skill;83;5;16;Hit-Skill;92;5;20;dmg-pois;250;1000;1000;pierce-pois;;4;8;extra-pois;;2;4;pois-len;;75;75;res-pois;;50;50;Hitpoints;;75;75;Strength;;15;25;Mana Points;;50;50
Brimstoneash;79;78;Crystal Shillelah;Damage %;;275;350;Attack Speed %;;20;20;All Skills;;2;2;Druid Skills;;1;3;Class Skill;244;2;3;Class Skill;249;2;3;Energy;;25;25;Vitality;;15;15;Armor Class;;200;250;res-fire;;50;50;pierce-fire;;3;5;;;;
Etherius;79;81;Dark Archon Staff;Damage %;;140;180;Other Skill;125;1;1;Hitpoints;;250;350;Mana Points;;200;250;All Skills;;4;5;extra-cold;;5;8;extra-fire;;5;8;extra-ltng;;5;8;abs-cold%;;3;5;abs-fire%;;3;5;abs-ltng%;;3;5;;;;
Arcing Strings;57;51;Angel String Bow;Damage %;;275;350;Attack Speed %;;30;30;Hit-Skill;49;5;20;dmg-ltng;;1;311;pierce-ltng;;3;5;Dexterity;;15;25;Manasteal;;3;4;res-ltng;;35;35;Vitality;;10;15;;;;;;;;;;;;
Deadeye;62;56;Double String Bow;Damage %;;300;350;Attack Speed %;;40;40;pierce;;1;1;Slow Target %;;15;15;Deadly Strike;;35;35;Lifesteal;;2;4;dex/lvl;4;;;Light Radius;;-4;-4;Sockets;;1;2;;;;;;;;;;;;
Venomshot;65;57;Rogue Bow;Damage %;;300;350;Attack Speed %;;25;25;Hit-Skill;278;1;10;res-pois;;35;35;100;;300;300;pierce-pois;;3;5;Dexterity;;25;35;Faster Movement %;;15;15;;;;;;;;;;;;;;;;
Woundshot;71;66;Quick String Bow;Damage %;;275;375;Openwounds;;45;45;Strength;;10;15;Dexterity;;15;25;Prevent Heal;;1;1;dmg-max;;25;35;dmg-ac;;-15;-15;Life per Kill;;10;15;regen-mana;;3;5;;;;;;;;;;;;
Guiding Light;75;69;Elf Wood Bow;Damage %;;300;350;Other Skill;22;1;5;Light Radius;;3;5;Attack Speed %;;30;30;All Skills;;1;2;dex/lvl;5;;;Hit Recovery %;;15;15;Dmg % to Demons;;100;100;Dmg % to Undead;;100;100;Vitality;;5;15;;;;;;;;
Bonepiercer;79;79;Ogre Bow;Damage %;;275;350;crush/lvl;4;;;all-stats;;15;15;Faster Movement %;;20;20;dmg%/lvl;7;;;pierce;;1;1;Hit-Skill;84;3;19;Replenish Life;;20;20;Hitpoint % Increase;;3;5;Mana per Kill;;3;5;;;;;;;;
Wolfcry;78;72;Dark String Crossbow;Damage %;;275;350;Hit-Skill;227;2;24;Charges;236;25;5;dmg/lvl;12;;;Dexterity;;25;35;Attack Speed %;;35;35;Vitality;;10;15;Armor vs Melee;;100;100;Life per Kill;;10;10;Attack Bonus %;;50;50;;;;;;;;
Exploding Repeater;79;78;Repetitive Crossbow;Damage %;;275;350;Attack Speed %;;50;50;explosivearrow;;10;20;Hit-Skill;47;2;18;pierce-fire;;5;8;vita;;10;10;all-stats;;10;10;res-fire;;45;45;abs-fire;;5;10;;;;;;;;;;;;
Hydrasoul;70;63;Acrhon Orb;Sorceress Skills;;2;4;Cast Speed %;;35;35;Class Skill;62;3;5;Gethit-Skill;62;5;10;pierce-fire;;10;15;extra-fire;;1;3;abs-fire%;;5;8;res-fire;;45;45;enr/lvl;3;;;Hitpoints;;50;75;Mana per Kill;;3;5;;;;
Occultic Oculus;79;79;Archon Soul Shard;Sorceress Skills;;3;4;Cast Speed %;;50;50;All Resists;;35;35;all-stat;;35;35;extra-ltng;;25;25;extra-cold;;25;25;extra-fire;;25;25;Hit Recovery %;;35;35;mag%/lvl;8;;;Reduce Dmg %;;10;10;aura;99;1;1;;;;
Thousand Arrows;77;57;Amazonian Caster;Amazon Skills;;1;3;deadly/lvl;3;;;Attack Speed %;;40;40;Damage %;;325;400;dmg/lvl;4;;;Dexterity;;25;50;dmg;;75;225;;;;;;;;;;;;;;;;;;;;
Penthesilea`s Aim;78;72;Grand Amazonian Caster;Amazon Skills;;2;2;Attack Speed %;;30;30;Damage %;;300;350;Dexterity;;35;50;Class Skill Tab;0;2;4;pierce-fire;;5;15;extra-fire;;10;10;All Resists;;15;15;dmg-fire;;225;350;Replenish Life;;15;35;;;;;;;;
Frozenspike;63;54;Amazonian Matron Spear;Amazon Skills;;2;3;Attack Speed %;;25;25;Damage %;;300;375;Dexterity;;25;25;Hit-Skill;44;5;22;aura;114;2;5;dmg-cold;;324;544;pierce-cold;;10;15;Gethit-Skill;59;10;15;Mana Points;;35;50;;;;;;;;
Impalers Wrath;81;75;Amazonian Matron Pike;Damage %;;325;400;Amazon Skills;;1;3;Class Skill;30;2;6;Armor Class;;400;600;Armor Class %;;25;25;Dexterity;;25;50;crush/lvl;2;;;vit/lvl;4;;;Hit Recovery %;;20;20;Attack Speed %;;20;20;Replenish Life;;15;30;;;;
