index;lvl;lvl req;*type;prop1;par1;min1;max1;prop2;par2;min2;max2;prop3;par3;min3;max3;prop4;par4;min4;max4;prop5;par5;min5;max5;prop6;par6;min6;max6;prop7;par7;min7;max7;prop8;par8;min8;max8;prop9;par9;min9;max9;prop10;par10;min10;max10;prop11;par11;min11;max11;prop12;par12;min12;max12;imagename
Advanced Skill Facet;45;35;jewel;Class Skill;223;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;224;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;225;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;226;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;227;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;228;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;229;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;230;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;231;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;232;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;233;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;234;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;235;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;236;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;237;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;238;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;239;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;240;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;241;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;242;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;243;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;244;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;245;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;246;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;247;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;248;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;249;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;250;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;251;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;252;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;253;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;254;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;255;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;256;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;257;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;258;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;259;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;260;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;261;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;262;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;263;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;264;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;265;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;266;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;267;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;268;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;269;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;270;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;271;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;272;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;273;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;274;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;275;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;276;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;277;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;278;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;279;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Advanced Skill Facet;45;35;jewel;Class Skill;280;2;3;all-stats;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Impassive Phasing Field;80;74;Phase Plate;Armor Class %;;220;260;All Skills;;1;4;Barbarian Skills;;1;3;Reduce Dmg %;;15;20;All Resists;;10;30;Attack Speed %;;25;25;Cast Speed %;;10;10;death-skill;Nova;100;44;Faster Movement %;;10;10;Hit Recovery %;;20;20;Strength;;15;30;Vitality;;10;20;
Impassive Phasing Field;80;74;Phase Plate;Armor Class %;;200;240;All Skills;;1;4;Paladin Skills;;1;3;Reduce Dmg %;;15;20;All Resists;;10;30;Attack Speed %;;25;25;Cast Speed %;;10;10;death-skill;Nova;100;44;Faster Movement %;;10;10;Hit Recovery %;;20;20;Strength;;15;30;Vitality;;10;20;
Impassive Phasing Field;80;74;Phase Plate;Armor Class %;;180;220;All Skills;;1;4;Druid Skills;;1;3;Reduce Dmg %;;10;20;All Resists;;15;30;Attack Speed %;;20;20;Cast Speed %;;15;15;death-skill;Nova;100;44;Faster Movement %;;15;15;Hit Recovery %;;15;15;Strength;;15;30;Vitality;;10;20;
Impassive Phasing Field;80;74;Phase Plate;Armor Class %;;160;200;All Skills;;1;4;Assassin Skills;;1;3;Reduce Dmg %;;10;20;All Resists;;15;30;Attack Speed %;;20;20;Cast Speed %;;15;15;death-skill;Nova;100;44;Faster Movement %;;15;15;Hit Recovery %;;15;15;Dexterity;;15;30;Vitality;;10;20;
Impassive Phasing Field;80;74;Phase Plate;Armor Class %;;160;200;All Skills;;1;4;Amazon Skills;;1;3;Reduce Dmg %;;10;20;All Resists;;15;30;Attack Speed %;;20;20;Cast Speed %;;15;15;death-skill;Nova;100;44;Faster Movement %;;15;15;Hit Recovery %;;15;15;Dexterity;;15;30;Vitality;;10;20;
Impassive Phasing Field;80;74;Phase Plate;Armor Class %;;140;180;All Skills;;1;4;Necro Skills;;1;3;Reduce Dmg %;;5;20;All Resists;;20;30;Attack Speed %;;10;10;Cast Speed %;;25;25;death-skill;Nova;100;44;Faster Movement %;;20;20;Hit Recovery %;;15;15;Energy;;15;30;Vitality;;10;20;
Impassive Phasing Field;80;74;Phase Plate;Armor Class %;;120;160;All Skills;;1;4;Sorceress Skills;;1;3;Reduce Dmg %;;5;20;All Resists;;20;30;Attack Speed %;;10;10;Cast Speed %;;25;25;death-skill;Nova;100;44;Faster Movement %;;20;20;Hit Recovery %;;10;10;Energy;;15;30;Vitality;;10;20;
Organus Disectus;61;59;Viper Talon;Damage %;;300;350;Openwounds;;25;25;Replenish Life;;25;25;Attack Speed %;;20;20;Class Skill;263;2;5;Class Skill;258;3;5;dmg;;25;35;;;;;;;;;;;;;;;;;;;;;
Shield Destroyer;71;69;Warfare Cestus;Damage %;;330;330;Ignore Armor;;1;1;Crushing Blow;;20;20;Life per Kill;;15;15;Hitpoint % Increase;;2;10;Class Skill;252;2;5;Class Skill;260;2;5;;;;;;;;;;;;;;;;;;;;;
Dire War Claw;78;76;Wolverine Claw;Damage %;;300;340;All Skills;;2;3;Other Skill;223;5;10;Other Skill;232;5;10;Other Skill;248;5;10;att%/lvl;12;;;wounds/lvl;2;;;;;;;;;;;;;;;;;;;;;;;
Matron Assassinator;79;77;Flay Scissors;Damage %;;325;375;Assassin Skills;;3;5;Class Skill Tab;20;1;3;Reduce Dmg %;;5;5;deadly/lvl;4;;;res-pois;;25;25;res-pois-len;50;;;pierce-pois;;10;15;;;;;;;;;;;;;;;;;
Totem Cry;56;54;Balanced Tomahawk;Damage %;;310;330;All Skills;;2;4;Other Skill;138;1;3;Other Skill;149;1;3;Attack Speed %;;15;15;Energy;;10;15;Vitality;;10;15;Strength;;15;25;;;;;;;;;;;;;;;;;
Thorned Edge;63;61;Balanced Crescent;Damage %;;300;300;Thorns;;400;600;Attack Speed %;;10;10;thorns/lvl;16;;;Strength;;10;15;Dexterity;;10;15;;;;;;;;;;;;;;;;;;;;;;;;;
Vicious Crippler;73;71;Vicious Ettin Axe;Damage %;;310;345;Slow Target %;;15;15;Attack Speed %;;15;15;dmg-cold;;124;248;Faster Movement %;;15;15;Strength;;5;15;Dexterity;;5;15;Blind Target;;1;1;;;;;;;;;;;;;;;;;
Blood Leecher;78;76;Council War Spike;Damage %;;310;350;All Skills;;2;4;Attack Speed %;;30;30;Reduce Req %;;-20;-20;Class Skill;85;3;5;Lifesteal;;4;8;Other Skill;106;3;5;all-stats;;5;5;Strength;;5;10;;;;;;;;;;;;;
Fallen Cleaver;79;77;Frenzy Axe;Damage %;;290;330;Sockets;;1;3;att-demon;;200;300;Dmg % to Demons;;100;150;demon-heal;;20;25;Strength;;15;15;reanimate;1;10;10;res-fire;;15;15;;;;;;;;;;;;;;;;;
Wildling Hacker;67;65;Mithril Edged Axe;Damage %;;300;325;dmg-pois;75;612;612;pierce-pois;;15;15;Knockback;;1;1;Vitality;;10;15;Strength;;10;15;res-pois-len;75;;;Attack Speed %;;20;20;;;;;;;;;;;;;;;;;
Templar Guillotine;76;74;Sharpened Decapitator;Damage %;;300;320;Hit-Skill;101;75;25;Hit Recovery %;;25;25;reduce-ac;;15;15;Strength;;10;15;res-ltng;;25;25;dmg-ltng;;1;401;Class Skill Tab;9;3;5;;;;;;;;;;;;;;;;;
Korlic`s Decapitator;78;76;Venerator Axe;Damage %;;300;340;Attack Speed %;;30;30;Class Skill;143;3;5;Class Skill;132;3;5;Strength;;25;25;Barbarian Skills;;2;2;Hit Recovery %;;15;15;Hit-Skill;66;5;1;;;;;;;;;;;;;;;;;
Darkspawn Slasher;79;77;Raging Venerator Axe;Damage %;;250;250;Sockets;;2;4;Dmg % to Demons;;250;250;att-demon;;250;250;Strength;;10;20;Crushing Blow;;10;10;Deadly Strike;;10;10;Prevent Heal;;1;1;dmg%/lvl;2;;;;;;;;;;;;;;;
Clay Wand;57;55;Arcanist Stick;Damage %;;180;220;Sockets;;1;2;Class Skill;75;2;4;Class Skill;79;2;4;Class Skill;89;2;4;Necro Skills;;1;2;Energy;;10;15;Vitality;;10;15;Gethit-Skill;68;10;10;;;;;;;;;;;;;
Darkmage Leash;67;65;Spiriting Shard;Damage %;;160;200;Class Skill Tab;8;2;4;Class Skill;69;2;4;Class Skill;80;2;4;Class Skill;91;2;4;Gethit-Skill;91;10;10;Energy;;10;15;Cast Speed %;;20;20;Magic Find %;;50;50;;;;;;;;;;;;;
Bonefiend;78;76;Ceremonial Caster;Damage %;;200;220;Cast Speed %;;35;35;Class Skill Tab;7;3;4;Class Skill;91;2;4;Class Skill;93;2;4;Class Skill;67;2;4;Energy;;10;15;Vitality;;10;15;Cannot be Frozen;;1;1;;;;;;;;;;;;;
Reaping Trophy;87;85;Dark Summoner Wand;Damage %;;325;350;Sockets;;1;2;Class Skill;86;3;6;Class Skill;69;3;6;Class Skill;70;3;6;Extra Durability;;24;24;dmg;;350;500;reduce-ac;;25;25;dmg-mag;;200;400;;;;;;;;;;;;;
Crushing Truncheon;54;52;Woodfist Club;Damage %;;300;340;Sockets;;0;3;Crushing Blow;;33;33;Armor Class;;-350;-350;All Skills;;1;2;Strength;;10;15;Dexterity;;10;15;Cannot be Frozen;;1;1;dmg;;100;175;;;;;;;;;;;;;
Temple Shaft;64;62;Blessed Scepter;Damage %;;300;325;att%/lvl;6;;;dmg-ltng;;71;701;abs-ltng;;21;21;Class Skill;118;3;5;Strength;;10;20;Vitality;;10;20;Gold Find %;;50;75;;;;;;;;;;;;;;;;;
Skyscraper;79;77;Seraphim Rasper;Damage %;;310;340;Attack Speed %;;15;15;dmg-cold;;248;376;Hit-Skill;64;5;15;pierce-cold;;10;15;Strength;;20;20;abs-cold%;;3;5;Class Skill;114;2;6;;;;;;;;;;;;;;;;;
Fatebringer;83;81;Zakarum Scepter;Damage %;;320;360;Attack Speed %;;25;25;dmg-fire;;135;335;dmg-ltng;;1;501;dmg-cold;;124;248;dmg-mag;;140;280;Hit-Skill;91;10;10;Paladin Skills;;2;3;Class Skill;111;3;5;Increased Block %;;10;10;Reduce Dmg;;8;15;;;;;
Bleeding Stump;59;57;Mithril Barb Club;Damage %;;310;330;Sockets;;0;3;Openwounds;;33;33;Replenish Life;;-25;-25;All Skills;;1;2;Strength;;10;15;Dexterity;;10;15;Prevent Heal;;1;1;dmg;;125;200;;;;;;;;;;;;;
Hardened;65;63;Diamond Edged Mace;Damage %;;325;350;dmg;;100;200;dmg%/lvl;3;;;crush/lvl;2;;;ac/lvl;2;;;Vitality;;10;20;;;;;;;;;;;;;;;;;;;;;;;;;
Ismail`s Striker;73;71;Zakarum Mace;Damage %;;320;340;dmg-cold;;320;480;Faster Movement %;;20;20;Freeze Duration;;3;3;all-stats;;10;10;Hit-Skill;59;5;10;res-cold;;30;30;dmg-to-mana;;5;5;Cannot be Frozen;;1;1;;;;;;;;;;;;;
Flamecaller;78;76;Vengful Flail;Damage %;;325;350;Strength;;10;15;Vitality;;10;20;abs-fire%;;3;5;Hit-Skill;225;10;15;Hit-Skill;56;5;15;pierce-fire;;10;15;deadly/lvl;3;;;;;;;;;;;;;;;;;;;
Spearing Mallet;79;77;Bonebreaker Mallet;Damage %;;330;360;Strength;;30;30;Hit-Skill;84;10;20;dmg-mag;;320;480;Dmg % to Undead;;250;250;res-mag;;33;33;att-undead;;150;150;aura;119;3;5;;;;;;;;;;;;;;;;;
Assault Crusher;72;70;Giant Ogre Maul;Damage %;;340;370;Strength;;15;25;Dexterity;;15;25;Crushing Blow;;25;25;Attack Speed %;;25;25;Faster Movement %;;25;25;Attack Rating;;150;250;Hit Recovery %;;25;25;aura;122;1;3;;;;;;;;;;;;;
Deaths Unearther;83;81;Mithril Bound Maul;Damage %;;375;425;reanimate;1;15;15;Replenish Life;;-25;-25;Armor Class;;-350;-350;Other Skill;69;10;15;Other Skill;70;10;15;Life per Kill;;15;25;All Skills;;1;2;;;;;;;;;;;;;;;;;
Talic`s Redeemer;58;56;Mithril Short Sword;Damage %;;350;400;Strength;;10;15;Vitality;;10;20;Attack Speed %;;25;25;dmg-fire;;375;525;Increased Block %;;25;25;Hit Recovery %;;25;25;Other Skill;151;3;5;res-fire;;33;33;;;;;;;;;;;;;
Snakebite Slayer;63;61;Lut Gholein Scimitar;Damage %;;320;340;Dexterity;;10;15;Hit-Skill;278;5;10;Gethit-Skill;278;2;15;Gethit-Skill;267;1;10;Attack Speed %;;25;25;dmg-pois;200;720;720;res-pois;;33;33;res-pois-len;;25;25;;;;;;;;;;;;;
Tyrials`s Waistblade;65;63;Angel Cutter;Damage %;;330;360;all-stats;;10;15;Attack Speed %;;15;15;Hit-Skill;121;10;15;Gethit-Skill;121;10;15;dmg-ltng;;1;301;pierce-ltng;;10;15;abs-ltng%;;3;5;dmg-dem/lvl;4;;;;;;;;;;;;;;;
Butchers Hack;72;70;Plate Cleaver;Damage %;;320;340;wounds/lvl;4;;;str/lvl;3;;;Attack Speed %;;20;20;dmg-norm;;120;180;Armor vs Melee;;250;350;Hitpoint % Increase;;3;5;;;;;;;;;;;;;;;;;;;;;
Twisted Archonian Blade;76;74;Archon Edge Blade;Damage %;;350;400;Sockets;;3;6;Attack Speed %;;30;30;dmg-norm;;175;200;aura;113;3;5;att/lvl;16;;;deadly/lvl;6;;;Strength;;10;20;Dexterity;;10;20;;;;;;;;;;;;;
Golden Guardian`s Edge;79;77;Brawler Blade;Damage %;;330;350;Sockets;;2;4;Attack Speed %;;20;20;mag%/lvl;6;;;item_allskills;;1;2;Gold Find %;;75;75;Reduce Prices;;5;10;ac%/lvl;3;;;;;;;;;;;;;;;;;;;
Plaguebite;81;79;Mithril Long Sword;Damage %;;340;380;Sockets;;2;4;Attack Speed %;;40;40;pierce-pois;;10;20;Hit-Skill;278;5;15;Class Skill;238;2;4;Class Skill Tab;16;2;4;Class Skill;222;2;4;res-pois;;33;33;res-pois-len;75;;;;;;;;;;;
Bremm`s Spark;83;81;Zakarum Blade;Damage %;;330;360;Attack Speed %;;25;25;dmg-ltng;;1;301;abs-ltng%;;3;5;Hit-Skill;49;10;15;pierce-ltng;;10;10;Reduce Dmg %;;3;5;Gethit-Skill;53;10;15;;;;;;;;;;;;;;;;;
Qual-Kehk`s Severer;61;59;Harrogath Blade;Damage %;;325;375;Attack Speed %;;15;15;deadly/lvl;6;;;str/lvl;4;;;Hitpoints;;80;120;dmg-ac;;-10;-10;Hit Recovery %;;15;15;;;;;;;;;;;;;;;;;;;;;
Commander`s Blade;68;66;Reinforced Blade;Damage %;;320;360;Attack Speed %;;10;10;Other Skill;155;2;5;Armor Class;;250;250;Hitpoints;;50;50;att%/lvl;4;;;Knockback;;1;1;Cannot be Frozen;;1;1;Hit-Skill;66;3;5;;;;;;;;;;;;;
Ogre King`s Blade;74;72;Ogre Blade;Damage %;;330;350;str/lvl;6;;;dmg-mag;;325;400;res-mag;;33;33;Hitpoints;;100;100;Ignore Armor;;1;1;Armor vs Missile;;125;125;abs-mag;;10;15;;;;;;;;;;;;;;;;;
Sand Sharpened Edge;79;77;Kurast Edge;Damage %;;310;340;Dexterity;;20;25;Faster Movement %;;15;15;Armor Class;;75;75;Gethit-Skill;72;5;5;Deadly Strike;;20;20;dmg-fire;;235;365;dmg-ltng;;1;371;;;;;;;;;;;;;;;;;
Unforged Blade;78;25;Barbarians Edge;Damage %;;350;350;Sockets;;6;6;Attack Speed %;;35;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Unbridled Carnage;79;77;Warforged Blade;Damage %;;350;380;Attack Speed %;;30;30;Class Skill;147;3;5;Class Skill Tab;12;2;3;Faster Movement %;;15;15;str/lvl;6;;;deadly/lvl;4;;;Other Skill;86;3;6;;;;;;;;;;;;;;;;;
Elemental Splinter;60;58;Demon Bone Knife;Damage %;;340;360;Attack Speed %;;20;20;Other Skill;111;5;10;Class Skill;81;3;5;Class Skill;78;3;5;Class Skill;88;3;5;Hit Recovery %;;20;20;Lifesteal;;4;8;Hit-Skill;91;5;5;;;;;;;;;;;;;
Hydra Strider;73;71;Deep Carver Point;Reduce Req %;;-25;-25;Sorceress Skills;;2;3;Class Skill;41;2;4;Class Skill;56;2;4;Class Skill;62;2;4;pierce-fire;;10;15;Faster Movement %;;20;20;regen-mana;;10;15;Cast Speed %;;20;20;;;;;;;;;;;;;
Bear Claw;78;76;Serated Dagger;Damage %;;325;375;Druid Skills;;1;3;Class Skill;228;2;4;Class Skill;242;2;5;Class Skill;243;2;5;crush/lvl;3;;;str/lvl;2;;;Hitpoints;;60;100;;;;;;;;;;;;;;;;;
Toorc Icefists Spiker;79;77;Council Spike;Reduce Req %;;-25;-25;Sorceress Skills;;1;3;Class Skill;64;2;4;Class Skill;50;2;4;Class Skill;60;2;4;pierce-cold;;10;15;Armor Class;;150;150;regen-mana;;10;15;Cast Speed %;;30;30;;;;;;;;;;;;;
Ancient Throwing Axe;66;64;Mithril Piercer;Damage %;;350;350;Attack Speed %;;25;25;Other Skill;140;5;10;All Skills;;1;3;dmg-ac;;-15;-15;rep-quant;40;;;Dexterity;;15;20;Reduce Dmg %;;3;5;stack;;25;25;Vitality;;10;20;Knockback;;1;1;;;;;
Woundmaker;58;56;Balanced Mithril Piercer;Damage %;;350;380;Attack Speed %;;15;15;Deadly Strike;;10;10;dex/lvl;5;;;pierce;;1;1;rep-quant;30;;;Class Skill;135;2;4;att%/lvl;4;;;stack;;35;35;Openwounds;;10;10;Sockets;;1;2;;;;;
Death and Decay;79;77;Zakarum Piercer;Damage %;;340;360;Attack Speed %;;10;10;Deadly Strike;;15;15;Dexterity;;25;35;pierce;;1;1;rep-quant;30;;;Class Skill;140;2;4;dmg-ac;;-10;-10;stack;;35;35;Prevent Heal;;1;1;Slow Target %;;10;10;Hit-Skill;87;5;5;
Overpowered Slicer;81;79;Ogre Casting Axe;Damage %;;325;375;Attack Speed %;;20;20;Crushing Blow;;15;15;Dexterity;;15;25;dmg-norm;;75;100;dmg-throw;;75;100;rep-quant;25;;;stack;;25;25;Life per Kill;;10;15;Lifesteal;;3;6;Replenish Life;;20;20;;;;;
Thunder Tip Javelin;56;54;Mithril Tip Javelin;Damage %;;325;375;Attack Speed %;;25;25;dmg-ltng;;21;371;Dexterity;;15;25;str/lvl;5;;;pierce-ltng;;5;10;extra-ltng;;5;10;Hit-Skill;49;10;15;Hit-Skill;53;5;;stack;30;;;rep-quant;25;;;;;;;
Demon Soul Piercer;64;62;Demon Hook Pilum;Damage %;;300;320;Attack Speed %;;15;15;Dmg % to Demons;;125;125;Dexterity;;10;20;Strength;;10;30;att-dem/lvl;12;;;dmg;;75;125;Replenish Life;;25;25;Hit-Skill;121;5;20;stack;20;;;rep-quant;30;;;;;;;
Carcass Piercer;74;72;Diamon Tip Spear;Damage %;;340;360;Attack Speed %;;10;10;Dmg % to Undead;;125;125;Dexterity;;20;20;Strength;;15;25;att-und/lvl;16;;;dmg;;100;150;Replenish Life;;20;20;Hit-Skill;101;10;15;stack;25;;;rep-quant;25;;;;;;;
Zakarum`s Vengeance;76;74;Zakarum Glaive;Damage %;;310;330;Attack Speed %;;20;20;Hit-Skill;91;5;15;Dexterity;;10;30;Strength;;10;20;dmg-fire;;115;335;dmg-ltng;;21;371;dmg-cold;;116;324;dmg-pois;100;424;424;stack;20;;;rep-quant;30;;;;;;;
Venomantic;79;77;Giant Ogre Glaive;Damage %;;300;340;Attack Speed %;;30;30;Hit-Skill;278;10;10;dex/lvl;5;;;Strength;;20;20;pierce-pois;;5;10;extra-pois;;5;10;Hit-Skill;92;5;15;Gethit-Skill;92;15;15;stack;30;;;rep-quant;40;;;;;;;
Fend Ward;60;58;Ethereal Spear;Damage %;;320;360;Attack Speed %;;15;15;Other Skill;30;5;10;Dexterity;;10;30;Strength;;10;20;Armor Class;;225;275;Replenish Life;;25;25;Reduce Dmg;;5;15;dmg-max;;45;45;;;;;;;;;;;;;
Flamebound Fork;68;66;Demon Fork;Damage %;;310;340;aura;102;5;10;pierce-fire;;5;10;dmg-fire;;155;275;att/lvl;12;;;Hit-Skill;47;10;15;abs-fire%;;3;5;Vitality;;5;15;;;;;;;;;;;;;;;;;
